,_id,Project Name,Customer Name,Connection Site,Stage,MW Connected,MW Increase / Decrease,Cumulative Total Capacity (MW),MW Effective From,Project Status,Agreement Type,HOST TO,Plant Type,Project ID
865,864,Rigghill Windfarm,RIGGHILL WIND FARM LIMITED,Spango Valley GSP,,0,49.9,49.9,30/04/2025,Scoping,Embedded,SPT,Wind Onshore,a0l4L0000005iT5
866,865,Rivox Wind Farm,RIVOX WIND ENERGY HUB LIMITED,,,0,220,220,10/10/2031,Scoping,Directly Connected,SPT,Energy Storage System; Wind Onshore,a0l4L0000005iYS
867,866,Roaring Hill Energy Storage Facility,ROARING HILL ENERGY STORAGE LTD,Glenrothes GSP,,0,49.99,49.99,28/07/2023,Scoping,Embedded,SPT,Energy Storage System,a0l4L0000005iQ8
868,867,Robin Rigg East Offshore Wind Farm,RWE RENEWABLES UK ROBIN RIGG EAST LIMITED,Robin Rigg East 132/33kV Offshore Substation,,86,0,86,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005ipa
869,868,Robin Rigg West Offshore Wind Farm,RWE RENEWABLES UK ROBIN RIGG WEST LIMITED,Robin Rigg West Offshore Wind Farm Substation,,92,0,92,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005ipb
870,869,Rochdale BESS,Rochdale (BES) Ltd,Rochdale 275kV Substation,,0,57,57,30/06/2024,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iuU
871,870,Rochester Renewable Project,VATTENFALL WIND POWER LTD,Kingsnorth GSP,,0,60,60,22/09/2028,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar); Wind Onshore,a0l4L0000005iwr
872,871,Rocksavage,ROCKSAVAGE POWER COMPANY LTD.,Rocksavage 400kV Substation,,810,0,810,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iq3
873,872,Roosecote,CENTRICA BRIGG LIMITED,Roosecote 132kV Substation,,49,0,49,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iS1
874,873,Rothienorman 50MW BESS,ROTHIENORMAN FLEXPOWER LTD,Rothienorman GSP,,0,50,50,31/10/2024,Scoping,Embedded,SHET,Energy Storage System,a0l4L0000005iWj
875,874,Rothienorman Battery,ROTHIENORMAN FLEXPOWER LTD,Rothienorman 400kV Substation,,0,500,500,31/10/2033,Scoping,Directly Connected,SHET,Energy Storage System,a0l4L0000005iZ1
876,875,Rothienorman Sync Comp,ROTHIENORMAN GRID SERVICES LIMITED,Rothienorman 400kV Substation,,0,0,0,31/03/2024,Consents Approved,Directly Connected,SHET,Reactive Compensation,a0l4L0000005ibt
877,876,Rugeley,IGP SOLAR 17 LIMITED,Rugeley GSP,,0,600,600,30/08/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iNW
878,877,Rye House,VPI POWER LIMITED,Rye House GSP,,715,0,715,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ipY
879,878,Rye House (Tertiary),ENSO GREEN HOLDINGS LIMITED,Rye House 400kV Substation,1,0,49.9,49.9,31/10/2025,Scoping,Directly Connected,NGET,Hybrid,a0l4L0000005iza
880,879,Rye House (Tertiary),ENSO GREEN HOLDINGS LIMITED,Rye House 400kV Substation,2,0,7.1,57,31/10/2027,Scoping,Directly Connected,NGET,Hybrid,a0l4L0000005iza
881,880,Salamander Offshore Wind Farm,SIMPLY BLUE ENERGY (SCOTLAND) LTD.,Peterhead GSP,,0,200,200,31/10/2029,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005ifr
882,881,Saltend,Saltend Cogeneration Company Ltd,Saltend South 400kV Substation,,1100,0,1100,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005imD
883,882,Saltend North BESS,ELGIN ENERGY ES CO LIMITED,Saltend North GSP,,0,100,100,30/10/2037,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005itU
884,883,Sandy Knowe Wind Farm,SANDY KNOWE WIND FARM LIMITED,Sandy Knowe Wind Farm 132kV Substation,1,86.4,0,86.4,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005it1
885,884,Sandy Knowe Wind Farm,SANDY KNOWE WIND FARM LIMITED,Sandy Knowe Wind Farm 132kV Substation,2,0,21.6,108,31/10/2027,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005it1
886,885,Sanquhar II Wind Farm,Sanquhar II Community Wind Company Limited,Sanquhar 132/33kV Substation,,0,250,250,30/04/2024,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005it6
887,886,Sanquhar Wind Farm,SANQUHAR COMMUNITY WIND COMPANY LIMITED,,,30,0,30,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005iZ8
888,887,Scaraben Offshore Wind Farm,BLUEFLOAT ENERGY UK HOLDINGS LIMITED,New Deer 2 400kV Substation,,0,100,100,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iul
889,888,Scatsta1 Greener Grid Park,STATKRAFT UK LTD,Scatsta 132kV Substation,,0,5,5,31/10/2028,Scoping,Directly Connected,,Energy Storage System,a0l8e0000010wXp
890,889,Scira-Dudgeon Extension,EQUINOR NEW ENERGY LIMITED,Norwich Main 400kV Substation,,0,719,719,01/07/2027,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005izY
891,890,Scira-Dudgeon Extension,EQUINOR NEW ENERGY LIMITED,Norwich Main 400kV Substation,,0,231,950,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005izY
892,891,Scoop Hill Wind Farm,COMMUNITY WINDPOWER LIMITED,Scoop Hill Wind Farm 132kV Substation,,0,500,500,28/08/2025,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005ism
893,892,Seabank,SEABANK POWER LIMITED,Seabank 400kV Substation,,1234,0,1234,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005im6
894,893,Seabank (Tertiary),PIVOTED POWER LLP,Seabank 400kV Substation,,0,49.9,49.9,01/11/2023,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005icu
895,894,Seagreen 1A Offshore Wind Farm,SEAGREEN 1A LIMITED,Cockenzie 275kV Substation,,0,500,500,25/02/2024,Scoping,Directly Connected,SPT,Wind Offshore,a0l4L0000005izH
896,895,Seagreen 1 Offshore Wind Farm,Berwick Bank B Limited,Tealing 275/33kV Substation,1,0,10,10,15/02/2022,Consents Approved,Directly Connected,SHET,Wind Offshore,a0l4L0000005ipF
897,896,Seagreen 1 Offshore Wind Farm,Berwick Bank B Limited,Tealing 275/33kV Substation,2,0,590,600,01/04/2022,Consents Approved,Directly Connected,SHET,Wind Offshore,a0l4L0000005ipF
898,897,Seagreen 1 Offshore Wind Farm,Berwick Bank B Limited,Tealing 275/33kV Substation,3,0,475,1075,01/07/2022,Consents Approved,Directly Connected,SHET,Wind Offshore,a0l4L0000005ipF
899,898,Sellafield,NUCLEAR DECOMMISSIONING AUTHORITY,Hutton 132kV Substation,,155,0,155,,Built,Embedded,NGET,CHP (Combined Heat and Power),a0l4L0000005iVk
900,899,Sellindge (Tertiary),PIVOTED POWER LLP,Sellindge 400kV Substation,,0,49.9,49.9,01/11/2024,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005icv
901,900,Sellindge Grid Stability Services,WP Grid Services 11 Ltd,Sellindge 400kV Substation,,0,0,0,29/08/2025,Scoping,Directly Connected,NGET,Reactive Compensation,a0l4L0000005iki
902,901,Severn Power,SEVERN POWER LIMITED,Uskmouth 275kV Substation,,850,0,850,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iq4
903,902,Sevington,UK POWER RESERVE LIMITED,Sellindge 132kV Substation,,10,0,10,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iW2
904,903,SHBEC,EP SHB LIMITED,South Humber Bank 400kV Substation,,0,83,83,01/07/2025,Consents Approved,Directly Connected,NGET,Waste,a0l4L0000005itJ
905,904,Sheaf Energy,SHEAF ENERGY LIMITED,Richborough 400kV Substation,1,0,249,249,30/04/2025,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ihY
906,905,Sheaf Energy,SHEAF ENERGY LIMITED,Richborough 400kV Substation,2,0,-249,0,30/09/2026,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ihY
907,906,Sheaf Energy,SHEAF ENERGY LIMITED,Richborough 400kV Substation,3,0,249,249,31/12/2029,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ihY
908,907,Sheilhill Battery Storage,Sheilhill Battery Storage Limited,St Fergus,,0,100,100,31/10/2033,Awaiting Consents,Directly Connected,SHET,Demand; Energy Storage System,a0l4L0000005ivQ
909,908,Sheirdrim Wind Farm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Sheirdrim 132kV Substation,,0,84,84,30/04/2026,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005icw
910,909,Shepherds Rig Wind Farm,SETT WIND DEVELOPMENT LIMITED,Shepherds Rig Wind Farm 132kV Substation,,0,84.6,84.6,30/07/2024,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005io9
911,910,Sheringham Shoal Offshore Wind Farm,SCIRA OFFSHORE ENERGY LIMITED,Sheringham Shoal 33/132kV Offshore Substations,,315,0,315,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqA
912,911,Shoreham,VPI POWER LIMITED,Bolney GSP,,420,0,420,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVf
913,912,Shoreham,VPI POWER LIMITED,Bolney GSP,1,40,0,460,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVf
914,913,Shoreham,VPI POWER LIMITED,Bolney GSP,2,0,-40,420,01/10/2026,Under Construction/Commissioning,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVf
915,914,Shoreham,VPI POWER LIMITED,Bolney GSP,3,0,40,460,31/12/2029,Under Construction/Commissioning,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVf
916,915,Sizewell B,EDF ENERGY NUCLEAR GENERATION LIMITED,Sizewell 132kV Substation,,1230,0,1230,,Built,Directly Connected,NGET,Nuclear,a0l4L0000005ioQ
917,916,Sizewell C,EDF ENERGY NUCLEAR GENERATION LIMITED,Sizewell 400kV Substation,1,0,1670,1670,31/10/2029,Awaiting Consents,Directly Connected,NGET,Nuclear,a0l4L0000005ioP
918,917,Sizewell C,EDF ENERGY NUCLEAR GENERATION LIMITED,Sizewell 400kV Substation,2,0,1670,3340,31/10/2030,Awaiting Consents,Directly Connected,NGET,Nuclear,a0l4L0000005ioP
919,918,Sizing John (Rainhill),SIZING JOHN LIMITED,Rainhill GSP,,0,142.5,142.5,30/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ijx
920,919,Slickly Wind Farm,Slickly Wind Farm Limited,Slickly 132/33kV Substation,1,0,49.9,49.9,31/10/2027,Scoping,Directly Connected,SHET,Energy Storage System; Wind Onshore,a0l4L0000005ifv
921,920,Slickly Wind Farm,Slickly Wind Farm Limited,Slickly 132/33kV Substation,2,0,64.1,114,31/10/2028,Scoping,Directly Connected,SHET,Energy Storage System; Wind Onshore,a0l4L0000005ifv
922,921,Sloy G1 and G4,SSE GENERATION LIMITED,Sloy GSP,,72.5,0,72.5,,Built,Embedded,SHET,Hydro,a0l4L0000005iVb
923,922,Sloy G2 and G3,SSE GENERATION LIMITED,Sloy GSP,,80,0,80,,Built,Directly Connected,SHET,Hydro,a0l4L0000005ipT
924,923,Sneddon Law Wind,SNEDDON LAW COMMUNITY WIND COMPANY LTD,Kilmarnock Town 275/33kV Substation,,0,30,30,31/03/2023,Under Construction/Commissioning,Embedded,SPT,Wind Onshore,a0l4L0000005iXb
925,924,Sofia Offshore Wind Farm,SOFIA OFFSHORE WIND FARM LIMITED,Dogger Bank 220kV Offshores,1,0,132,132,01/09/2024,Consents Approved,Directly Connected,NGET,Wind Offshore,a0l4L0000005imV
926,925,Sofia Offshore Wind Farm,SOFIA OFFSHORE WIND FARM LIMITED,Dogger Bank 220kV Offshores,2,0,1188,1320,01/04/2025,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005imV
927,926,Solutia,UK POWER RESERVE LIMITED,,,10,0,10,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005izh
928,928,Somerford,PD813ETY LTD,Minety 400kV Substation,,0,47.5,47.5,30/06/2025,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixe
929,929,Sound of Islay Tidal,ISLAY TIDAL POWER LIMITED,Port Ann GSP,,0,10,10,30/06/2025,Consents Approved,Embedded,SHET,Tidal,a0l4L0000005iWP
930,930,Southery,SSE UTILITY SOLUTIONS LIMITED,Southery 400kV Substation,,0,600,600,30/10/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ivg
931,931,Southfields,PD503HAN LTD,Minety 400kV Substation,,0,47.5,47.5,30/06/2025,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixf
932,932,Southfields Farm,PD300RON Ltd,Minety 400kV Substation,,0,47.5,47.5,31/10/2028,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iyA
933,933,South Humber Bank,EP SHB LIMITED,South Humber Bank 400kV Substation,,1365,0,1365,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005itw
934,934,South Kyle 2 Wind farm,VATTENFALL WIND POWER LTD,New Cummock 132/33kV Substation,,0,81,81,13/04/2029,Scoping,Directly Connected,SPT,Energy Storage System; Wind Onshore,a0l4L0000005ivb
935,935,South Kyle Wind Farm,SOUTH KYLE WIND FARM LIMITED,New Cumnock 132kV Substation,,235,0,235,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005ioJ
936,936,Spalding,SPALDING ENERGY COMPANY LTD,Spalding North 400kV Substation,,950,0,950,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iq5
937,937,Spalding Energy Expansion,SPALDING ENERGY EXPANSION LIMITED,Spalding North 400kV Substation,1,299.99,0,299.99,,Built,Directly Connected,NGET,Energy Storage System; OCGT (Open Cycle Gas Turbine),a0l4L0000005irD
938,938,Spalding Energy Expansion,SPALDING ENERGY EXPANSION LIMITED,Spalding North 400kV Substation,2,0,550,849.99,30/10/2030,Consents Approved,Directly Connected,NGET,Energy Storage System; OCGT (Open Cycle Gas Turbine),a0l4L0000005irD
939,939,Spennymoor,PIVOTED POWER LLP,Spennymoor 400kV Substation,,0,49.9,49.9,31/10/2023,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005ieQ
940,940,Spennymoor Greener Grid Park,STATKRAFT UK LTD,Spennymoor 400kV Substation,,0,0,0,30/10/2026,Scoping,Directly Connected,NGET,Reactive Compensation,a0l4L0000005ibF
941,941,Spirebush Renewable Energy Project,Spirebush Ltd,Glenmuckloch 132kV Substation,,0,400,400,01/07/2028,Awaiting Consents,Directly Connected,SPT,Energy Storage System; PV Array (Photo Voltaic/solar); Wind Onshore,a0l4L0000005j1V
942,956,Stracathro BESS,OPDE UK LIMITED,Stracathro BESS 275kV Substation,,0,249,249,30/06/2032,Scoping,Directly Connected,SHET,Demand; Energy Storage System,a0l4L0000005itt
943,942,SSE Ferrybridge BESS,SSE UTILITY SOLUTIONS LIMITED,Ferrybridge B 132kV Substation,,0,150,150,28/06/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ikA
944,943,SSE Fiddlers Ferry Battery Energy Storage,SSE UTILITY SOLUTIONS LIMITED,Fiddlers Ferry 275kV Substation,,0,150,150,30/06/2024,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005ihm
945,944,SSE Offshore 1,SSE RENEWABLES OFFSHORE WINDFARM HOLDINGS LIMITED,SSE OFFSHORE 1 379/66KV OFFSHORE SUBSTATION,,0,1320,1320,31/10/2033,Scoping,Directly Connected,SPT,Wind Offshore,a0l4L0000005iec
946,945,SSE Offshore 2,SSE RENEWABLES OFFSHORE WINDFARM HOLDINGS LIMITED,SSE OFFSHORE 2 220/66KV OFFSHORE SUBSTATION,,0,600,600,31/10/2031,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iee
947,946,SSE Offshore 3,SSE RENEWABLES OFFSHORE WINDFARM HOLDINGS LIMITED,SSE Offshore 3 220/66kV Offshore Substation,,0,600,600,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005ied
948,947,SSE Offshore 4,SSE RENEWABLES OFFSHORE WINDFARM HOLDINGS LIMITED,Cousland 400kV Substation,,0,1008,1008,31/10/2033,Scoping,Directly Connected,SPT,Wind Offshore,a0l4L0000005iwQ
949,948,Stallingborough PV & BESS Station,IGP International Prospecting Limited,Grimsby West 400kV Substation,,0,500,500,30/10/2034,Scoping,Directly Connected,,Energy Storage System; PV Array (Photo Voltaic/solar),a0l8e0000010wys
950,949,Staythorpe,SSE STAYTHORPE POWER LIMITED,Staythorpe 400kV Substation,,0,437,437,31/08/2024,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixD
951,950,Staythorpe C,RWE GENERATION UK PLC,Staythorpe (Network Rail) GSP,,1752,0,1752,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005imB
952,951,St Dennis Hendra,SAMBAR POWER LIMITED,Indian Queens 400kV Substation,,0,47.5,47.5,31/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ivr
953,952,Stoke Bardolph 400,ENSO GREEN HOLDINGS LIMITED,Stoke Bardolph GSP,1,0,200,200,31/10/2030,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iti
954,953,Stoke Bardolph 400,ENSO GREEN HOLDINGS LIMITED,Stoke Bardolph GSP,2,0,100,300,31/10/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iti
955,954,Stoke Bardolph 400,ENSO GREEN HOLDINGS LIMITED,Stoke Bardolph GSP,3,0,100,400,31/10/2032,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iti
956,955,Stornoway Wind Farm,STORNOWAY WIND FARM LIMITED,Stornoway 132/33kV Substation,,0,180,180,31/05/2027,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005ixY
957,957,Stranoch Wind Farm,EDF ENERGY RENEWABLES LIMITED,Stranoch Wind 132/33KV Substation,,0,102,102,30/09/2024,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005inq
958,958,Strathrory Wind Farm,Energyfarm UK Strathrory LLP,Alness GSP,,0,36,36,31/03/2024,Consents Approved,Embedded,SHET,Wind Onshore,a0l4L0000005iUP
959,959,Strath Tirry,Strath Tirry Wind Energy 2021 Ltd,Lairg GSP,,0,34.8,34.8,20/08/2024,Scoping,Embedded,SHET,Energy Storage System; Wind Onshore,a0l4L0000005iXp
960,960,Strathy North Wind,STRATHY WIND FARM LIMITED,Strathy North 132/33kV Substation,,67.65,0,67.65,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005ihR
961,961,Strathy South Wind,SSE GENERATION LIMITED,Strathy South 132/33kV Substation,,0,207.6,207.6,01/12/2025,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ix6
962,962,Strathy Wood,RWE RENEWABLES UK ONSHORE WIND LIMITED,Strathy Wood 132/33kV Substation,1,0,54.4,54.4,01/05/2025,Awaiting Consents,Directly Connected,SHET,Wind Onshore,a0l4L0000005ion
963,963,Strathy Wood,RWE RENEWABLES UK ONSHORE WIND LIMITED,Strathy Wood 132/33kV Substation,2,0,9.1,63.5,31/08/2025,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ion
964,964,Stronelairg,STRONELAIRG WIND FARM LIMITED,,,227.8,0,227.8,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005ipU
965,965,Sudmeadow,VIRIDIS 178 LIMITED,,,41.76,0,41.76,,Built,Embedded,NGET,Thermal,a0l4L0000005iVs
966,966,Sulgrave Solar PV,EDF ENERGY RENEWABLES LIMITED,East Claydon GSP (SEPD),,0,129.8,129.8,30/10/2026,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005iXO
967,967,Sunbury BESS,ECODEV GROUP LTD,Laleham GSP,,0,200,200,24/02/2031,Scoping,Embedded,NGET,Energy Storage System,a0l4L0000005iQR
968,968,Sundon,ENSO GREEN HOLDINGS LIMITED,Sundon GSP,,0,39.9,39.9,10/11/2023,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005inv
969,969,Sundon,SUNDON BATTERY STORAGE LIMITED,Sundon 400kV Substation,,0,49.5,49.5,01/05/2024,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005ifQ
970,970,Sundon Pivoted Power,PIVOTED POWER LLP,Sundon GSP,,0,49.9,49.9,31/10/2023,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005ifX
971,971,Sunnica,SUNNICA LIMITED,Burwell Main 400kV Substation,,0,500,500,31/10/2027,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ilS
972,972,Sutton Bridge,SUTTON BRIDGE POWER GENERATION,,,850,0,850,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iq6
973,973,Swansea Greener Grid Park 2,STATKRAFT UK LTD,Swansea North 400kV Substation,,0,0,0,31/07/2025,Scoping,Directly Connected,NGET,Reactive Compensation,a0l4L0000005ibI
974,974,Swansea North,PIVOTED POWER LLP,Swansea North GSP,,0,49.9,49.9,31/10/2026,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005ifb
975,975,Swansea North,STATKRAFT UK LTD,Swansea North 400kV Substation,1,0,12,12,31/08/2024,Consents Approved,Directly Connected,NGET,Energy Storage System; Reactive Compensation,a0l4L0000005ifa
976,976,Swansea North,STATKRAFT UK LTD,Swansea North 400kV Substation,2,0,85,97,31/10/2028,Scoping,Directly Connected,NGET,Energy Storage System; Reactive Compensation,a0l4L0000005ifa
977,977,Swansea North Green Energy Centre,INNOVA RENEWABLES LIMITED,Swansea North 400kV Substation,,0,400,400,30/10/2028,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iyg
978,978,Tangy IV WF,SSE RENEWABLES SERVICES (UK) LIMITED,Tangy IV 132KV Substation,,0,96,96,31/10/2026,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005iz2
979,979,Tarenni,TARENNI ENERGY PARK LIMITED,Rhigos GSP,,0,188,188,01/10/2028,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005iNd
980,980,Tarland Battery Storage System,Tarland Limited,Tarland GSP,,0,20,20,31/10/2026,Consents Approved,Embedded,SHET,Energy Storage System,a0l4L0000005iRy
981,981,Taunton,PIVOTED POWER LLP,Taunton GSP,,0,49.9,49.9,31/10/2023,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005icp
982,982,Taylors Lane,UNIPER UK LIMITED,,,140,0,140,,Built,Embedded,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005iVS
983,983,Tealing BESS (100MW),GPC 1039 Ltd,Tealing 132kV Substation,,0,100,100,31/10/2028,Scoping,Directly Connected,SHET,Energy Storage System,a0l4L0000005itb
984,984,Tealing Solar & Storage,ECODEV GROUP LTD,Tealing IDNO 132/33kV GSP,,0,80,80,31/10/2026,Awaiting Consents,Embedded,SHET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iU1
985,985,Tees CCPP,SEMBCORP UTILITIES (UK) LIMITED,Greystones GSP,1,0,150,150,30/09/2023,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ibW
986,986,Tees CCPP,SEMBCORP UTILITIES (UK) LIMITED,Greystones GSP,2,0,210,360,30/09/2024,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ibW
987,987,Tees CCPP,SEMBCORP UTILITIES (UK) LIMITED,Greystones GSP,3,0,340,700,11/03/2026,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ibW
988,988,Tees CCPP,SEMBCORP UTILITIES (UK) LIMITED,Greystones GSP,4,0,490,1190,30/09/2027,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ibW
989,989,Tees CCPP,SEMBCORP UTILITIES (UK) LIMITED,Greystones GSP,5,0,275,1465,30/09/2027,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ibW
990,990,Tees CCPP,SEMBCORP UTILITIES (UK) LIMITED,Greystones GSP,6,0,235,1700,30/09/2030,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ibW
991,991,Tees Renewable Energy Plant,MGT TEESSIDE LIMITED,Lackenby GSP,,285,0,285,,Built,Directly Connected,NGET,Biomass,a0l4L0000005irs
992,992,Teindland Wind Farm,TEINDLAND WIND FARM LIMITED,,,0,112.2,112.2,31/10/2027,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005iNk
993,993,Templeborough,CLEARSTONE SERVICES LIMITED,Templeborough 275kV Substation,,0,49.5,49.5,01/07/2023,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005icq
994,994,Teviot Wind Farm,TEVIOT WF LIMITED,Teviot Wind Farm Substation,,0,522.9,522.9,30/05/2033,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005iPb
995,995,Thainstone Energy Park,AGILE ENERGY RECOVERY (INVERURIE) LIMITED,Kintore GSP,,0,40,40,31/07/2023,Consents Approved,Embedded,SHET,Waste,a0l4L0000005iU0
996,996,Thanet Offshore Wind Farm,THANET OFFSHORE WIND LIMITED,Thanet 33/132kV Offshore Substation,,300,0,300,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqB
997,997,THE CLEAN FUTURE,THE CLEAN FUTURE RENEWABLES LIMITED,Killingholme 400kV Substation,,0,500,500,31/05/2033,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iaF
998,998,Thetford,EPR THETFORD LIMITED,Bramford 400kV Substation,,41,0,41,,Built,Embedded,NGET,Biomass,a0l4L0000005iVp
999,999,Thormanby Solar PV & BESS,BAYWA R.E. UK LIMITED,,,0,350,350,28/10/2033,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iuy
1000,1000,Thornton,IGP SOLAR 19 LIMITED,Thornton 400kV Substation,,0,500,500,31/10/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iOr
1001,1001,Thornton Facility,BALWEN LIMITED,Thornton 400kV Substation,1,0,99.98,99.98,30/06/2024,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ieb
1002,1002,Thornton Facility,BALWEN LIMITED,Thornton 400kV Substation,2,0,99.98,199.96,31/10/2026,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ieb
